codigo,descripcion,capitulo
E13.6,"Otras diabetes mellitus especificadas con otras complicaciones especificadas","Enfermedades endocrinas, nutricionales y metabolicas"
E13.7,"Otras diabetes mellitus especificadas con complicaciones multiples","Enfermedades endocrinas, nutricionales y metabolicas"
E13.8,"Otras diabetes mellitus especificadas con complicaciones no especificadas","Enfermedades endocrinas, nutricionales y metabolicas"
E13.9,"Otras diabetes mellitus especificadas sin mencion de complicacion","Enfermedades endocrinas, nutricionales y metabolicas"
E14.0,"Diabetes mellitus, no especificada con coma","Enfermedades endocrinas, nutricionales y metabolicas"
E14.1,"Diabetes mellitus, no especificada con cetoacidosis","Enfermedades endocrinas, nutricionales y metabolicas"
E14.2,"Diabetes mellitus, no especificada con complicaciones renales","Enfermedades endocrinas, nutricionales y metabolicas"
E14.3,"Diabetes mellitus, no especificada con complicaciones oftalmicas","Enfermedades endocrinas, nutricionales y metabolicas"
E14.4,"Diabetes mellitus, no especificada con complicaciones neurologicas","Enfermedades endocrinas, nutricionales y metabolicas"
E14.5,"Diabetes mellitus, no especificada con complicaciones circulatorias perifericas","Enfermedades endocrinas, nutricionales y metabolicas"
E14.6,"Diabetes mellitus, no especificada con otras complicaciones especificadas","Enfermedades endocrinas, nutricionales y metabolicas"
E14.7,"Diabetes mellitus, no especificada con complicaciones multiples","Enfermedades endocrinas, nutricionales y metabolicas"
E14.8,"Diabetes mellitus, no especificada con complicaciones no especificadas","Enfermedades endocrinas, nutricionales y metabolicas"
E14.9,"Diabetes mellitus, no especificada sin mencion de complicacion","Enfermedades endocrinas, nutricionales y metabolicas"
E15,"Coma hipoglicémico no diabético","Enfermedades endocrinas, nutricionales y metabolicas"
E16.0,"Hipoglicemia sin coma, inducida por drogas","Enfermedades endocrinas, nutricionales y metabolicas"
E16.1,"Otras hipoglicemias","Enfermedades endocrinas, nutricionales y metabolicas"
E16.2,"Hipoglicemia, no especificada","Enfermedades endocrinas, nutricionales y metabolicas"
E16.3,"Secreción exagerada del glucagón","Enfermedades endocrinas, nutricionales y metabolicas"
E16.4,"Secreción anormal de gastrina","Enfermedades endocrinas, nutricionales y metabolicas"
E16.8,"Otros trastornos especificados de la secreción interna del páncreas","Enfermedades endocrinas, nutricionales y metabolicas"
E16.9,"Trastornos de la secreción interna del páncreas, sin otra especificación","Enfermedades endocrinas, nutricionales y metabolicas"
E20.0,"Hipoparatiroidismo idiopático","Enfermedades endocrinas, nutricionales y metabolicas"
E20.1,Pseudohipoparatiroidismo,"Enfermedades endocrinas, nutricionales y metabolicas"
E20.8,"Otros tipos de hipoparatiroidismo","Enfermedades endocrinas, nutricionales y metabolicas"
E20.9,"Hipoparatiroidismo, no especificado","Enfermedades endocrinas, nutricionales y metabolicas"
E21.0,"Hiperparatiroidismo primario","Enfermedades endocrinas, nutricionales y metabolicas"
E21.1,"Hiperparatiroidismo secundario no clasificado en otra parte","Enfermedades endocrinas, nutricionales y metabolicas"
E21.2,"Otros tipos de hiperparatiroidismo","Enfermedades endocrinas, nutricionales y metabolicas"
E21.3,"Hiperparatiroidismo, sin otra especificación","Enfermedades endocrinas, nutricionales y metabolicas"
E21.4,"Otros trastornos especificados de la glándula paratiroides","Enfermedades endocrinas, nutricionales y metabolicas"
E21.5,"Trastorno de la glándula paratiroides, no especificado","Enfermedades endocrinas, nutricionales y metabolicas"
E22.0,"Acromegalia y gigantismo hipofisario","Enfermedades endocrinas, nutricionales y metabolicas"
E22.1,Hiperprolactinemia,"Enfermedades endocrinas, nutricionales y metabolicas"
E22.2,"Síndrome de secreción inapropiada de hormona antidiurética","Enfermedades endocrinas, nutricionales y metabolicas"
E22.8,"Otras hiperfunciones de la glándula hipófisis","Enfermedades endocrinas, nutricionales y metabolicas"
E22.9,"Hiperfunción de la glándula hipófisis, no especificada","Enfermedades endocrinas, nutricionales y metabolicas"
E23.0,Hipopituitarismo,"Enfermedades endocrinas, nutricionales y metabolicas"
E23.1,"Hipopituitarismo inducido por drogas","Enfermedades endocrinas, nutricionales y metabolicas"
E23.2,"Diabetes insípida","Enfermedades endocrinas, nutricionales y metabolicas"
E23.3,"Disfunción hipotalámica, no clasificada en otra parte","Enfermedades endocrinas, nutricionales y metabolicas"
E23.6,"Otros trastornos de la glándula hipófisis","Enfermedades endocrinas, nutricionales y metabolicas"
E23.7,"Trastorno de la glándula hipófisis, no especificado","Enfermedades endocrinas, nutricionales y metabolicas"
E24.0,"Enfermedad de Cushing dependiente de la hipófisis","Enfermedades endocrinas, nutricionales y metabolicas"
E24.1,"Síndrome de Nelson","Enfermedades endocrinas, nutricionales y metabolicas"
E24.2,"Síndrome de Cushing inducido por drogas","Enfermedades endocrinas, nutricionales y metabolicas"
E24.3,"Síndrome de ACTH ectópico","Enfermedades endocrinas, nutricionales y metabolicas"
E24.4,"Síndrome de seudo–Cushing inducido por alcohol","Enfermedades endocrinas, nutricionales y metabolicas"
E24.8,"Otros tipos de síndrome de Cushing","Enfermedades endocrinas, nutricionales y metabolicas"
E24.9,"Síndrome de Cushing, no especificado","Enfermedades endocrinas, nutricionales y metabolicas"
E25.0,"Trastornos adrenogenitales congénitos con deficiencia enzimática","Enfermedades endocrinas, nutricionales y metabolicas"
E25.8,"Otros trastornos adrenogenitales","Enfermedades endocrinas, nutricionales y metabolicas"
E25.9,"Trastorno adrenogenital, no especificado","Enfermedades endocrinas, nutricionales y metabolicas"
E26.0,"Hiperaldosteronismo primario","Enfermedades endocrinas, nutricionales y metabolicas"
E26.1,"Hiperaldosteronismo secundario","Enfermedades endocrinas, nutricionales y metabolicas"
E26.8,"Otros tipos de hiperaldosteronismo","Enfermedades endocrinas, nutricionales y metabolicas"
E26.9,"Hiperaldosteronismo, no especificado","Enfermedades endocrinas, nutricionales y metabolicas"
E27.0,"Otra hiperactividad corticosuprarrenal","Enfermedades endocrinas, nutricionales y metabolicas"
E27.1,"Insuficiencia corticosuprarrenal primaria","Enfermedades endocrinas, nutricionales y metabolicas"
E27.2,"Crisis addisoniana","Enfermedades endocrinas, nutricionales y metabolicas"
E27.3,"Insuficiencia corticosuprarrenal inducida por drogas","Enfermedades endocrinas, nutricionales y metabolicas"
E27.4,"Otras insuficiencias corticosuprarrenales y las no especificadas","Enfermedades endocrinas, nutricionales y metabolicas"
E27.5,"Hiperfunción de la médula suprarrenal","Enfermedades endocrinas, nutricionales y metabolicas"
E27.8,"Otros trastornos especificados de la glándula suprarrenal","Enfermedades endocrinas, nutricionales y metabolicas"
E27.9,"Trastorno de la glándula suprarrenal, no especificado","Enfermedades endocrinas, nutricionales y metabolicas"
E28.0,"Exceso de estrógenos","Enfermedades endocrinas, nutricionales y metabolicas"
E28.1,"Exceso de andrógenos","Enfermedades endocrinas, nutricionales y metabolicas"
E28.2,"Síndrome de ovario poliquístico","Enfermedades endocrinas, nutricionales y metabolicas"
E28.3,"Insuficiencia ovárica primaria","Enfermedades endocrinas, nutricionales y metabolicas"
E28.8,"Otras disfunciones ováricas","Enfermedades endocrinas, nutricionales y metabolicas"
E28.9,"Disfunción ovárica, no especificada","Enfermedades endocrinas, nutricionales y metabolicas"
E29.0,"Hiperfunción testicular","Enfermedades endocrinas, nutricionales y metabolicas"
E29.1,"Hipofunción testicular","Enfermedades endocrinas, nutricionales y metabolicas"
E29.8,"Otras disfunciones testiculares","Enfermedades endocrinas, nutricionales y metabolicas"
E29.9,"Disfunción testicular, no especificada","Enfermedades endocrinas, nutricionales y metabolicas"
E30.0,"Pubertad retardada","Enfermedades endocrinas, nutricionales y metabolicas"
E30.1,"Pubertad precoz","Enfermedades endocrinas, nutricionales y metabolicas"
E30.8,"Otros trastornos de la pubertad","Enfermedades endocrinas, nutricionales y metabolicas"
E30.9,"Trastorno de la pubertad, no especificado","Enfermedades endocrinas, nutricionales y metabolicas"
E31.0,"Insuficiencia poliglandular autoinmune","Enfermedades endocrinas, nutricionales y metabolicas"
E31.1,"Hiperfunción poliglandular","Enfermedades endocrinas, nutricionales y metabolicas"
E31.8,"Otras disfunciones poliglandulares","Enfermedades endocrinas, nutricionales y metabolicas"
E31.9,"Disfunción poliglandular, no especificada","Enfermedades endocrinas, nutricionales y metabolicas"
E32.0,"Hiperplasia persistente del timo","Enfermedades endocrinas, nutricionales y metabolicas"
E32.1,"Absceso del timo","Enfermedades endocrinas, nutricionales y metabolicas"
E32.8,"Otras enfermedades del timo","Enfermedades endocrinas, nutricionales y metabolicas"
E32.9,"Enfermedad del timo, no especificada","Enfermedades endocrinas, nutricionales y metabolicas"
E34.0,"Síndrome carcinoide","Enfermedades endocrinas, nutricionales y metabolicas"
E34.1,"Otras hipersecreciones de hormonas intestinales","Enfermedades endocrinas, nutricionales y metabolicas"
E34.2,"Secreción hormonal ectópica, no clasificada en otra parte","Enfermedades endocrinas, nutricionales y metabolicas"
E34.3,"Enanismo, no clasificado en otra parte","Enfermedades endocrinas, nutricionales y metabolicas"
E34.4,"Estatura alta constitucional","Enfermedades endocrinas, nutricionales y metabolicas"
E34.5,"Síndrome de resistencia androgénica","Enfermedades endocrinas, nutricionales y metabolicas"
E34.8,"Otros trastornos endocrinos especificados","Enfermedades endocrinas, nutricionales y metabolicas"
E34.9,"Trastorno endocrino, no especificado","Enfermedades endocrinas, nutricionales y metabolicas"
E35.0,"Trastornos de la glándula tiroides en enfermedades clasificadas en otra parte","Enfermedades endocrinas, nutricionales y metabolicas"
E35.1,"Trastornos de las glándulas suprarrenales en enfermedades clasificadas en otra parte","Enfermedades endocrinas, nutricionales y metabolicas"
E35.8,"Trastornos de otras glándulas endocrinas en enfermedades clasificadas en otra parte","Enfermedades endocrinas, nutricionales y metabolicas"
E40,Kwashiorkor,"Enfermedades endocrinas, nutricionales y metabolicas"
E41,"Marasmo nutricional","Enfermedades endocrinas, nutricionales y metabolicas"
E42,"Kwashiorkor marasmático","Enfermedades endocrinas, nutricionales y metabolicas"
E43,"Desnutrición proteicocalórica severa, no especificada","Enfermedades endocrinas, nutricionales y metabolicas"
E44.0,"Desnutrición proteicocalórica moderada","Enfermedades endocrinas, nutricionales y metabolicas"
E44.1,"Desnutrición proteicocalórica leve","Enfermedades endocrinas, nutricionales y metabolicas"
E45,"Retardo del desarrollo debido a desnutrición proteicocalórica","Enfermedades endocrinas, nutricionales y metabolicas"
E46,"Desnutrición proteicocalórica, no especificada","Enfermedades endocrinas, nutricionales y metabolicas"
E50.0,"Deficiencia de vitamina A con xerosis conjuntival","Enfermedades endocrinas, nutricionales y metabolicas"
E50.1,"Deficiencia de vitamina A con mancha de Bitot y xerosis conjuntival","Enfermedades endocrinas, nutricionales y metabolicas"
E50.2,"Deficiencia de vitamina A con xerosis corneal","Enfermedades endocrinas, nutricionales y metabolicas"
E50.3,"Deficiencia de vitamina A con ulceración corneal y xerosis","Enfermedades endocrinas, nutricionales y metabolicas"
E50.4,"Deficiencia de vitamina A con queratomalacia","Enfermedades endocrinas, nutricionales y metabolicas"
E50.5,"Deficiencia de vitamina A con ceguera nocturna","Enfermedades endocrinas, nutricionales y metabolicas"
E50.6,"Deficiencia de vitamina A con cicatrices xeroftálmicas de la córnea","Enfermedades endocrinas, nutricionales y metabolicas"
E50.7,"Otras manifestaciones oculares de deficiencia de vitamina A","Enfermedades endocrinas, nutricionales y metabolicas"
E50.8,"Otras manifestaciones de deficiencia de vitamina A","Enfermedades endocrinas, nutricionales y metabolicas"
E50.9,"Deficiencia de vitamina A, no especificada","Enfermedades endocrinas, nutricionales y metabolicas"
E51.1,Beriberi,"Enfermedades endocrinas, nutricionales y metabolicas"
E51.2,"Encefalopatía de Wernicke","Enfermedades endocrinas, nutricionales y metabolicas"
E51.8,"Otras manifestaciones de la deficiencia de tiamina","Enfermedades endocrinas, nutricionales y metabolicas"
E51.9,"Deficiencia de tiamina, no especificada","Enfermedades endocrinas, nutricionales y metabolicas"
E52,"Deficiencia de niacina [pelagra]","Enfermedades endocrinas, nutricionales y metabolicas"
E53.0,"Deficiencia de riboflavina","Enfermedades endocrinas, nutricionales y metabolicas"
E53.1,"Deficiencia de piridoxina","Enfermedades endocrinas, nutricionales y metabolicas"
E53.8,"Deficiencia de otras vitaminas del grupo B","Enfermedades endocrinas, nutricionales y metabolicas"
E53.9,"Deficiencia de vitamina B, no especificada","Enfermedades endocrinas, nutricionales y metabolicas"
E54,"Deficiencia de ácido ascórbico","Enfermedades endocrinas, nutricionales y metabolicas"
E55.0,"Raquitismo activo","Enfermedades endocrinas, nutricionales y metabolicas"
E55.9,"Deficiencia de vitamina D, no especificada","Enfermedades endocrinas, nutricionales y metabolicas"
E56.0,"Deficiencia de vitamina E","Enfermedades endocrinas, nutricionales y metabolicas"
E56.1,"Deficiencia de vitamina K","Enfermedades endocrinas, nutricionales y metabolicas"
E56.8,"Deficiencia de otras vitaminas","Enfermedades endocrinas, nutricionales y metabolicas"
E56.9,"Deficiencia de vitamina, no especificada","Enfermedades endocrinas, nutricionales y metabolicas"
E58,"Deficiencia dietética de calcio","Enfermedades endocrinas, nutricionales y metabolicas"
E59,"Deficiencia dietética de selenio","Enfermedades endocrinas, nutricionales y metabolicas"
E60,"Deficiencia dietética de zinc","Enfermedades endocrinas, nutricionales y metabolicas"
E61.0,"Deficiencia de cobre","Enfermedades endocrinas, nutricionales y metabolicas"
E61.1,"Deficiencia de hierro","Enfermedades endocrinas, nutricionales y metabolicas"
E61.2,"Deficiencia de magnesio","Enfermedades endocrinas, nutricionales y metabolicas"
E61.3,"Deficiencia de manganeso","Enfermedades endocrinas, nutricionales y metabolicas"
E61.4,"Deficiencia de cromo","Enfermedades endocrinas, nutricionales y metabolicas"
